STATION,NAME,DATE,ACMH,ACSH,AWND,FMTM,FRGT,GAHT,PGTM,PRCP,PSUN,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF1,WDF2,WDF5,WDFG,WDFM,WESD,WSF1,WSF2,WSF5,WSFG,WSFM,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22,WV03,WV20
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-09-24,60,70,,,,,1106,0.00,61,0.0,0.0,,72,51,444,,,,45,45,,,,,18.3,11.0,,,,,,,,1,,,,,,,,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-09-25,70,90,,,,,906,0.21,62,0.0,0.0,,77,52,450,,,,225,135,,,,,16.1,8.9,1,,,,,,,1,,,,,,,1,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-09-26,60,80,,,,,1412,0.15,35,0.0,0.0,,84,65,252,,,,45,180,,,,,21.9,11.0,1,,,,,,,1,,,,,,,1,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-09-27,40,40,,,,,1524,0.00,68,0.0,0.0,,86,68,492,,,,180,180,,,,,20.8,19.9,1,,,,,,,1,,,,,,,,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-09-28,10,30,,,,,1412,0.00,93,0.0,0.0,,88,65,666,,,,180,180,,,,,21.9,27.1,1,,,,,,,,,,,,,,,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-09-29,20,40,,,,,1054,0.00,92,0.0,0.0,,89,68,654,,,,225,180,,,,,15.0,16.1,1,,,,,,,1,,,,,,,,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-09-30,10,10,,,,,1030,0.00,84,0.0,0.0,,89,67,600,,,,45,45,,,,,11.4,6.9,1,,,,,,,1,,,,,,,,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-10-01,10,10,,,,,1342,0.00,92,0.0,0.0,,87,66,654,,,,45,45,,,,,15.0,8.9,1,,,,,,,1,,,,,,,,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-10-02,10,20,,,,,1230,0.00,88,0.0,0.0,,87,62,618,,,,315,315,,,,,13.9,8.1,1,,,,,,,1,,,,,,,,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-10-03,20,20,,,,,1454,0.00,87,0.0,0.0,,87,62,612,,,,225,180,,,,,20.8,14.1,1,,,,,,,1,,,,,,,1,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-10-04,70,80,,,,,1430,0.00,61,0.0,0.0,,80,60,426,,,,270,270,,,,,19.5,12.1,1,,,,,,,1,,,,,,,1,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-10-05,60,60,,,,,1354,0.00,66,0.0,0.0,,76,55,462,,,,270,270,,,,,19.5,16.1,,,,,,,,,,,,,,,,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-10-06,30,10,,,,,1506,0.00,95,0.0,0.0,,73,55,660,,,,270,270,,,,,27.5,19.9,,,,,,,,,,,,,,,,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-10-07,30,40,,,,,106,0.00,68,0.0,0.0,,64,45,468,,,,360,360,,,,,19.5,12.1,,,,,,,,,,,,,,,,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-10-08,70,80,,,,,2136,0.00,50,0.0,0.0,,69,40,348,,,,180,225,,,,,23.0,17.9,,,,,,,,,,,,,,,1,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-10-09,80,80,,,,,154,0.27,36,0.0,0.0,,67,51,252,,,,225,225,,,,,28.9,17.9,1,,,,,,,,,,,,,,1,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-10-10,30,50,,,,,1548,0.00,61,0.0,0.0,,62,39,414,,,,270,225,,,,,25.3,16.1,,,,,,,,,,,,,,,,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-10-11,0,10,,,,,1006,0.00,100,0.0,0.0,,74,43,684,,,,225,225,,,,,28.9,19.9,,,,,,,,,,,,,,,,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-10-12,10,10,,,,,1400,0.00,100,0.0,0.0,,73,40,684,,,,180,45,,,,,16.1,6.9,,,,,,,,1,,,,,,,,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-10-13,60,80,,,,,1400,0.10,60,0.0,0.0,,79,47,408,,,,225,225,,,,,30.0,19.9,,,,,,,,,,,,,,,1,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-10-14,30,30,,,,,1418,0.00,79,0.0,0.0,,77,51,534,,,,270,270,,,,,16.1,8.9,1,1,,,,,,1,,,,,,,,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-10-15,60,70,,,,,1500,0.13,39,0.0,0.0,,75,52,264,,,,135,135,,,,,20.8,15.0,1,,1,,,,,1,,,,,,,1,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-10-16,70,90,,,,,1542,0.00,23,0.0,0.0,,74,59,150,,,,45,45,,,,,12.8,10.1,1,,,,,,,1,,,,,,,,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-10-17,60,70,,,,,1418,0.00,52,0.0,0.0,,74,57,354,,,,90,90,,,,,15.0,8.9,1,1,,,,,,1,,,,,,,,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-10-18,60,70,,,,,1254,0.00,57,0.0,0.0,,78,55,378,,,,225,225,,,,,12.8,6.0,1,1,,,,,,1,,,,,,,,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-10-19,10,10,,,,,1306,0.00,100,0.0,0.0,,79,56,666,,,,90,90,,,,,15.0,10.1,1,,,,,,,1,,,,,,,,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-10-20,30,40,,,,,1000,0.00,65,0.0,0.0,,82,54,432,,,,135,135,,,,,16.1,12.1,,,,,,,,1,,,,,,,,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-10-21,100,100,,,,,1200,0.39,0,0.0,0.0,,68,63,0,,,,135,135,,,,,13.9,10.1,1,,,,,,,,,,,,,,1,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-10-22,100,100,,,,,2048,0.88,0,0.0,0.0,,68,63,0,,,,360,360,,,,,11.4,6.9,1,,,,,,,1,,,,,,,1,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-10-23,90,100,,,,,1254,0.00,5,0.0,0.0,,72,62,36,,,,90,90,,,,,17.2,12.1,1,,,,,,,1,,,,,,,,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-10-24,100,100,,,,,1736,0.19,2,0.0,0.0,,70,63,12,,,,360,360,,,,,16.1,8.9,1,,,,,,,,,,,,,,1,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-10-25,80,90,,,,,1554,0.00,4,0.0,0.0,,70,55,24,,,,270,360,,,,,9.2,4.9,1,1,,,,,,1,,,,,,,,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-10-26,80,100,,,,,1512,0.00,20,0.0,0.0,,70,53,132,,,,180,135,,,,,15.0,11.0,1,1,,,,,,1,,,,,,,,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-10-27,10,10,,,,,1212,0.00,90,0.0,0.0,,78,49,588,,,,135,180,,,,,30.0,21.0,1,1,,,,,,1,,,,,,,,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-10-28,0,0,,,,,1412,0.00,100,0.0,0.0,,80,52,648,,,,135,135,,,,,15.0,8.1,1,,,,,,,1,,,,,,,,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-10-29,20,30,,,,,1254,0.00,100,0.0,0.0,,80,52,642,,,,135,180,,,,,13.9,6.9,1,,,,,,,1,,,,,,,,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-10-30,0,10,,,,,1354,0.00,97,0.0,0.0,,80,51,618,,,,180,180,,,,,15.0,10.1,1,,,,,,,1,,,,,,,,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-10-31,60,80,,,,,2054,0.00,7,0.0,0.0,,73,57,42,,,,360,360,,,,,13.9,10.1,,,,,,,,1,,,,,,,,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-11-01,60,70,,,,,1918,0.00,23,0.0,0.0,,78,56,150,,,,135,180,,,,,21.9,15.0,,,,,,,,,,,,,,,1,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-11-02,40,40,,,,,700,0.07,67,0.0,0.0,,74,54,426,,,,270,270,,,,,32.2,23.9,,,,,,,,,,,,,,,1,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-11-03,10,20,,,,,1606,0.00,94,0.0,0.0,,57,43,594,,,,270,270,,,,,24.2,17.0,,,,,,,,,,,,,,,,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-11-04,10,0,,,,,1242,0.00,100,0.0,0.0,,56,33,630,,,,270,270,,,,,21.9,11.0,,,,,,,,,,,,,,,,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-11-05,30,20,,,,,1530,0.00,100,0.0,0.0,,65,35,630,,,,180,180,,,,,24.2,17.0,,,,,,,,,,,,,,,,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-11-06,80,100,,,,,1306,0.53,0,1.7,0.0,,55,31,0,,,,360,360,,,,,26.4,19.0,1,,,,,,,,,,,,,,1,,1,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-11-07,0,0,,,,,906,0.00,100,0.0,0.0,,34,22,624,,,,315,315,,,,,18.3,15.0,,,,,,,,,,,,,,,,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-11-08,20,10,,,,,1430,0.00,84,0.0,0.0,,44,20,522,,,,90,90,,,,,18.3,10.1,,,,,,,,,,,,,,,,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-11-09,100,100,,,,,1342,0.01,0,0.0,0.0,,48,37,0,,,,225,315,,,,,23.0,16.1,,,,,,,,,,,,,,,1,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-11-10,70,80,,,,,1318,0.00,61,0.0,0.0,,54,38,378,,,,225,225,,,,,18.3,12.1,,,,,,,,,,,,,,,,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-11-11,60,80,,,,,1654,0.00,99,0.0,0.0,,62,32,612,,,,225,270,,,,,13.9,8.1,,,,,,,,1,,,,,,,,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-11-12,60,100,,,,,2130,0.00,37,0.0,0.0,,69,34,228,,,,225,225,,,,,27.5,17.9,,,,,,,,1,,,,,,,,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-11-13,50,90,,,,,12,0.00,80,0.0,0.0,,72,52,486,,,,225,225,,,,,28.9,17.9,,,,,,,,,,,,,,,,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-11-14,20,20,,,,,1554,0.00,93,0.0,0.0,,76,49,570,,,,180,225,,,,,26.4,17.0,,,,,,,,,,,,,,,,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-11-15,50,70,,,,,1312,0.00,42,0.0,0.0,,77,55,252,,,,225,225,,,,,18.3,11.0,,,,,,,,,,,,,,,,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-11-16,50,80,,,,,1624,0.00,54,0.0,0.0,,75,49,324,,,,90,90,,,,,8.1,4.9,,,,,,,,1,,,,,,,,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-11-17,50,60,,,,,1442,0.00,94,0.0,0.0,,76,44,564,,,,180,180,,,,,17.2,10.1,1,1,,,,,,1,,,,,,,,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-11-18,80,90,,,,,1954,0.00,15,0.0,0.0,,70,53,90,,,,180,180,,,,,28.9,19.9,,,,,,,,,,,,,,,1,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-11-19,60,70,,,,,318,0.51,35,0.0,0.0,,66,35,210,,,,315,315,,,,,32.2,23.9,1,,,,,,,,,,,,,,1,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-11-20,80,90,,,,,2154,0.00,7,0.0,0.0,,55,35,42,,,,315,315,,,,,33.3,28.0,,,,,,,,,,,,,,,1,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-11-21,80,90,,,,,342,0.00,16,0.0,0.0,,49,33,96,,,,315,315,,,,,40.3,30.0,,,,,,,,,,,,,,,,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-11-22,10,0,,,,,1300,0.00,100,0.0,0.0,,39,26,594,,,,45,315,,,,,20.8,14.1,,,,,,,,,,,,,,,,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-11-23,80,100,,,,,1212,0.23,0,2.2,0.0,,36,27,0,,,,135,90,,,,,18.3,12.1,1,,,,,,,,,,,,,,,,1,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-11-24,100,100,,,,,2054,0.17,0,1.5,2.0,,36,32,0,,,,315,315,,,,,19.5,15.0,1,,,,,,,,,,,,,,1,,1,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-11-25,50,50,,,,,1430,0.00,73,0.0,1.0,,42,28,432,,,,225,135,,,,,15.0,8.1,,,,,,,,,,,,,,,,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-11-26,100,100,,,,,2218,0.06,0,0.0,0.0,,46,27,0,,,,225,180,,,,,26.4,17.0,,,,,,,,,,,,,,,1,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-11-27,100,100,,,,,1224,0.18,0,0.0,0.0,,46,37,0,,,,270,270,,,,,27.5,19.9,,,,,,,,,,,,,,,1,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-11-28,100,90,,,,,2236,0.10,20,0.0,0.0,,46,36,120,,,,135,90,,,,,25.3,17.9,,,,,,,,,,,,,,,1,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-11-29,100,100,,,,,1430,0.20,0,0.0,0.0,,50,39,0,,,,270,270,,,,,35.6,30.0,1,,,,,,,1,,,,,,,1,,1,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-11-30,90,100,,,,,36,0.00,1,0.0,0.0,,42,34,6,,,,315,270,,,,,24.2,19.9,,,,,,,,,,,,,,,1,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-12-01,30,30,,,,,342,0.00,93,0.0,0.0,,39,26,540,,,,360,360,,,,,16.1,14.1,,,,,,,,,,,,,,,,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-12-02,70,80,,,,,1124,0.00,59,0.0,0.0,,39,24,342,,,,45,90,,,,,20.8,14.1,,,,,,,,,,,,,,,,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-12-03,100,100,,,,,912,0.00,0,0.0,0.0,,38,30,0,,,,45,45,,,,,23.0,16.1,,,,,,,,,,,,,,,,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-12-04,100,100,,,,,1536,0.00,13,0.0,0.0,,53,33,78,,,,90,90,,,,,13.9,8.9,,,,,,,,,,,,,,,1,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-12-05,100,100,,,,,1048,0.14,0,0.0,0.0,,48,45,0,,,,135,135,,,,,12.8,6.9,1,,,,,,,,,,,,,,1,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-12-06,100,100,,,,,1354,0.74,0,0.0,0.0,,56,47,0,,,,225,225,,,,,13.9,10.1,1,,,,,,,,,,,,,,1,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-12-07,100,100,,,,,936,0.58,3,0.0,0.0,,61,48,18,,,,225,225,,,,,28.9,23.0,1,,,,,,,,,,,,,,1,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-12-08,100,100,,,,,1406,0.00,0,0.0,0.0,,51,47,0,,,,225,270,,,,,15.0,11.0,1,,,,,,,,,,,,,,1,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-12-09,100,100,,,,,812,0.12,0,0.0,0.0,,54,45,0,,,,135,135,,,,,35.6,19.9,1,,,,,,,,,,,,,,1,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-12-10,70,70,,,,,1148,0.19,35,0.0,0.0,,71,53,204,,,,180,180,,,,,56.4,30.0,,,,,,,,,,,,,,,1,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-12-11,10,0,,,,,42,0.00,100,0.0,0.0,,58,34,576,,,,270,270,,,,,28.9,17.9,,,,,,,,,,,,,,,,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-12-12,40,60,,,,,2118,0.00,59,0.0,0.0,,58,31,342,,,,315,315,,,,,21.9,13.0,,,,,,,,,,,,,,,,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-12-13,70,80,,,,,1348,0.00,51,0.0,0.0,,47,34,294,,,,45,45,,,,,13.9,8.9,,,,,,,,1,,,,,,,,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-12-14,100,90,,,,,1130,0.00,15,0.0,0.0,,69,37,84,,,,225,225,,,,,34.4,25.1,,,,,,,,,,,,,,,1,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-12-15,40,40,,,,,748,0.25,69,0.0,0.0,,68,52,396,,,,180,225,,,,,49.4,31.1,,,,,,,,,,,,,,,1,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-12-16,70,70,,,,,1312,0.00,43,0.0,0.0,,55,43,246,,,,270,270,,,,,16.1,10.1,1,,,,,,,,,,,,,,,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-12-17,60,50,,,,,1948,0.00,68,0.0,0.0,,48,21,390,,,,315,315,,,,,41.4,30.0,,,,,,,,,,,,,,,,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-12-18,0,0,,,,,12,0.00,100,0.0,0.0,,35,16,570,,,,315,315,,,,,18.3,8.9,,,,,,,,,,,,,,,,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-12-19,70,100,,,,,1454,0.41,0,0.0,0.0,,47,26,0,,,,225,225,,,,,34.4,21.9,1,,,1,,,,,,,,,,,1,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-12-20,100,100,,,,,230,0.09,0,0.0,0.0,,53,43,0,,,,225,225,,,,,23.0,14.1,1,,,,,,,,,,,,,,1,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-12-21,70,90,,,,,2306,0.00,34,0.0,0.0,,47,34,192,,,,360,360,,,,,19.5,12.1,1,1,,,,,,1,,,,,,,,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-12-22,30,30,,,,,1448,0.00,100,0.0,0.0,,45,27,570,,,,90,90,,,,,21.9,13.0,,,,,,,,1,,,,,,,,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-12-23,100,100,,,,,2312,0.00,4,0.0,0.0,,51,33,24,,,,225,225,,,,,30.0,23.9,,,,,,,,,,,,,,,,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-12-24,100,100,,,,,48,0.00,6,0.0,0.0,,57,44,30,,,,225,225,,,,,25.3,21.0,,,,,,,,1,,,,,,,,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-12-25,100,100,,,,,2318,0.00,0,0.0,0.0,,60,38,0,,,,225,225,,,,,31.1,25.1,1,,,,,,,1,,,,,,,1,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-12-26,100,100,,,,,30,0.00,0,0.0,0.0,,63,55,0,,,,225,225,,,,,31.1,17.9,,,,,,,,,,,,,,,,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-12-27,100,100,,,,,1748,0.02,2,0.0,0.0,,67,55,6,,,,180,225,,,,,30.0,17.9,1,,,,,,,,,,,,,,1,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-12-28,80,90,,,,,312,0.24,54,0.0,0.0,,59,29,312,,,,270,270,,,,,21.9,13.0,1,,,,,,,,,,,,,,1,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-12-29,70,80,,,,,1242,0.00,59,0.0,0.0,,53,26,336,,,,180,180,,,,,13.9,8.9,,,,,,,,1,,,,,,,1,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-12-30,60,20,,,,,742,0.20,78,0.0,0.0,,65,37,444,,,,225,225,,,,,50.6,34.0,1,,,,,,,1,,,,,,,1,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1971-12-31,70,80,,,,,24,0.00,29,0.0,0.0,,40,28,168,,,,315,315,,,,,18.3,14.1,,,,,,,,,,,,,,,,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1972-01-01,90,100,,,,,2030,0.02,20,0.0,0.0,,45,25,114,,,,135,135,,,,,12.8,8.1,1,,,,,,,1,,,,,,,1,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1972-01-02,50,40,,,,,1054,0.23,63,0.0,0.0,,46,29,360,,,,315,270,,,,,21.9,16.1,1,,,,,,,,,,,,,,1,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1972-01-03,40,40,,,,,1448,0.00,81,0.0,0.0,,52,24,468,,,,135,135,,,,,16.1,8.9,,,,,,,,1,,,,,,,,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1972-01-04,100,100,,,,,1830,0.81,0,0.1,0.0,,49,27,0,,,,360,360,,,,,30.0,21.9,1,,,1,,,,,,,,,,,1,,1,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1972-01-05,80,90,,,,,524,0.02,17,0.2,0.0,,27,16,102,,,,315,315,,,,,24.2,17.0,1,,,,,,,,,,,,,,,,1,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1972-01-06,20,30,,,,,2106,0.00,96,0.0,0.0,,31,14,558,,,,225,225,,,,,21.9,13.0,,,,,,,,,,,,,,,,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1972-01-07,0,0,,,,,112,0.00,100,0.0,0.0,,45,27,582,,,,225,225,,,,,25.3,19.0,,,,,,,,,,,,,,,,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1972-01-08,60,80,,,,,2330,0.05,83,0.0,0.0,,49,22,480,,,,225,225,,,,,40.3,30.0,,,,,,,,,,,,,,,1,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1972-01-09,100,100,,,,,412,0.44,0,0.0,0.0,,50,41,0,,,,180,180,,,,,31.1,23.0,1,,,,,,,,,,,,,,1,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1972-01-10,90,100,,,,,2354,0.00,0,0.0,0.0,,54,43,0,,,,315,315,,,,,21.9,13.0,1,1,,,,,,,,,,,,,1,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1972-01-11,50,70,,,,,0,0.00,34,0.0,0.0,,51,35,204,,,,315,315,,,,,24.2,17.9,1,,,,,,,,,,,,,,,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1972-01-12,30,60,,,,,2118,0.00,100,0.0,0.0,,59,27,588,,,,180,180,,,,,33.3,25.1,1,,,,,,,1,,,,,,,,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1972-01-13,70,90,,,,,1018,0.09,9,0.1,0.0,,64,27,54,,,,225,315,,,,,35.6,27.1,,,,1,,,,,,,,,,,1,,1,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1972-01-14,30,0,,,,,1854,0.00,100,0.0,0.0,,32,13,588,,,,315,315,,,,,24.2,17.9,,,,,,,,1,,,,,,,,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1972-01-15,30,30,,,,,1348,0.00,98,0.0,0.0,,13,-5,582,,,,315,315,,,,,25.3,16.1,,,,,,,,,,,,,,,,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1972-01-16,30,40,,,,,1942,0.00,84,0.0,0.0,,16,-7,498,,,,180,180,,,,,18.3,12.1,,,,,,,,,,,,,,,,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1972-01-17,30,20,,,,,1306,0.00,75,0.0,0.0,,44,15,444,,,,225,225,,,,,31.1,17.9,,,,,,,,,,,,,,,,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1972-01-18,100,100,,,,,1506,0.05,10,0.0,0.0,,55,37,60,,,,225,225,,,,,32.2,23.0,,,,,,,,,,,,,,,1,,,,,,,
USW00093821,"LOUISVILLE INTERNATIONAL AIRPORT, KY US",1972-01-19,90,80,,,,,18,0.00,70,0.0,0.0,,56,47,414,,,,225,225,,,,,24.2,16.1,1,,,,,,,1,,,,,,,1,,,,,,,
